WFP_ISO3,region_name,adm0_id,adm0_name,adm1_id,adm1_name,adm2_id,adm2_name,mkt_id,mkt_name,mkt_lat,mkt_lng
RWA,RBN,205,Rwanda,21972,$South/Amajyepfo,21981,$Huye,1050,Butare,-2.6038,29.7431
RWA,RBN,205,Rwanda,21972,$South/Amajyepfo,21993,$Nyamagabe,1057,Gasarenda,-2.513,29.475
RWA,RBN,205,Rwanda,21972,$South/Amajyepfo,21982,$Kamonyi,1059,Gashyushya,-2.045,29.841944
RWA,RBN,205,Rwanda,21972,$South/Amajyepfo,21993,$Nyamagabe,1062,Gikongoro,-2.463972,29.573888
RWA,RBN,205,Rwanda,21972,$South/Amajyepfo,21981,$Huye,1401,Huye,-2.5805,29.716
RWA,RBN,205,Rwanda,21972,$South/Amajyepfo,21999,$Ruhango,1065,Kabacuzi,-2.25111,29.62694
RWA,RBN,205,Rwanda,21972,$South/Amajyepfo,21981,$Huye,1484,Karambi,-2.5064,29.6126
RWA,RBN,205,Rwanda,21972,$South/Amajyepfo,21982,$Kamonyi,1072,Kayenzi,-1.898611,29.85
RWA,RBN,205,Rwanda,21972,$South/Amajyepfo,21993,$Nyamagabe,1073,Kibirizi,-2.452937,29.523734
RWA,RBN,205,Rwanda,21972,$South/Amajyepfo,21981,$Huye,1485,Kizi,-2.5297,29.653
RWA,RBN,205,Rwanda,21972,$South/Amajyepfo,21997,$Nyaruguru,1486,Miko,-2.6718,29.6081
RWA,RBN,205,Rwanda,21972,$South/Amajyepfo,21982,$Kamonyi,1405,Mugina,-2.102778,29.9525
RWA,RBN,205,Rwanda,21972,$South/Amajyepfo,21981,$Huye,1406,Muhanga,-2.430907,29.675259
RWA,RBN,205,Rwanda,21972,$South/Amajyepfo,21995,$Nyanza,1089,Ndago,-2.416667,29.883333
RWA,RBN,205,Rwanda,21972,$South/Amajyepfo,21981,$Huye,1408,Nkoto,-2.5623,29.6645
RWA,RBN,205,Rwanda,21972,$South/Amajyepfo,21981,$Huye,1098,Nyanza,-2.5817,29.7217
RWA,RBN,205,Rwanda,21972,$South/Amajyepfo,21981,$Huye,1103,Rugogwe,-2.4912,29.7252
RWA,RBN,205,Rwanda,21973,$West/Iburengerazuba,22002,$Rutsiro,1045,Birambo,-1.918,29.4497
RWA,RBN,205,Rwanda,21973,$West/Iburengerazuba,21994,$Nyamasheke,1047,Bugarama,-2.3321,29.2128
RWA,RBN,205,Rwanda,21973,$West/Iburengerazuba,21994,$Nyamasheke,1560,Bumazi,-2.45,29
RWA,RBN,205,Rwanda,21973,$West/Iburengerazuba,21994,$Nyamasheke,1049,Bushenge,-2.4268,29.0021
RWA,RBN,205,Rwanda,21973,$West/Iburengerazuba,22002,$Rutsiro,1053,Congo - Nil,-1.9577,29.3843
RWA,RBN,205,Rwanda,21973,$West/Iburengerazuba,22002,$Rutsiro,1055,Gakeli,-1.9464,29.4846
RWA,RBN,205,Rwanda,21973,$West/Iburengerazuba,21998,$Rubavu,1063,Gisenyi,-1.702778,29.256389
RWA,RBN,205,Rwanda,21973,$West/Iburengerazuba,21990,$Ngororero,1067,Kabaya,-1.747,29.5431
RWA,RBN,205,Rwanda,21973,$West/Iburengerazuba,22001,$Rusizi,1070,Kamembe,-2.4798,28.9022
RWA,RBN,205,Rwanda,21973,$West/Iburengerazuba,21983,$Karongi,1487,Kibuye,-2.0555556,29.3497222
RWA,RBN,205,Rwanda,21973,$West/Iburengerazuba,21994,$Nyamasheke,1078,Kirambo,-2.3155,29.1415
RWA,RBN,205,Rwanda,21973,$West/Iburengerazuba,21998,$Rubavu,1080,Kora,-1.598889,29.382222
RWA,RBN,205,Rwanda,21973,$West/Iburengerazuba,21998,$Rubavu,1081,Mahoko,-1.7,29.333333
RWA,RBN,205,Rwanda,21973,$West/Iburengerazuba,21991,$Nyabihu,1084,Mukamira,-1.61447,29.512615
RWA,RBN,205,Rwanda,21973,$West/Iburengerazuba,21991,$Nyabihu,1407,Ngororero,-1.6458,29.6196
RWA,RBN,205,Rwanda,21973,$West/Iburengerazuba,22002,$Rutsiro,1092,Nyagahanika,-1.798989864,29.32849053
RWA,RBN,205,Rwanda,21973,$West/Iburengerazuba,22002,$Rutsiro,1095,Nyakarambi,-1.8988,29.4222
RWA,RBN,205,Rwanda,21973,$West/Iburengerazuba,21991,$Nyabihu,1100,Rambura,-1.6757,29.5166
RWA,RBN,205,Rwanda,21973,$West/Iburengerazuba,21998,$Rubavu,1101,Rubavu,-1.6825,29.296944
RWA,RBN,205,Rwanda,21973,$West/Iburengerazuba,21991,$Nyabihu,1411,Vunga,-1.6871,29.6284
RWA,RBN,205,Rwanda,2587,Kigali City/Umujyi wa Kigali,25245,Kicukiro,1054,Gahanga,-1.976944,30.105833
RWA,RBN,205,Rwanda,2587,Kigali City/Umujyi wa Kigali,25245,Kicukiro,1075,Kicukiro,-1.976944,30.105833
RWA,RBN,205,Rwanda,2587,Kigali City/Umujyi wa Kigali,25246,Nyarugenge,1077,Kimisagara,-1.953611,30.060556
RWA,RBN,205,Rwanda,2587,Kigali City/Umujyi wa Kigali,21977,$Gasabo,1086,Mulindi,-1.953611,30.060556
RWA,RBN,205,Rwanda,2587,Kigali City/Umujyi wa Kigali,25246,Nyarugenge,1091,Nyabugogo,-1.953611,30.060556
RWA,RBN,205,Rwanda,2587,Kigali City/Umujyi wa Kigali,25246,Nyarugenge,1097,Nyamirambo,-1.940278,30.065278
RWA,RBN,205,Rwanda,2587,Kigali City/Umujyi wa Kigali,25246,Nyarugenge,1885,Nyarugenge,-1.9567157,30.0636349
SOM,RBN,226,Somalia,2692,Banadir,25672,Banadir,1421,Mogadishu,2.0666667,45.3666667
SOM,RBN,226,Somalia,2690,Bari,25663,Bossaso,1414,Bossaso,11.26,49.18
SOM,RBN,226,Somalia,2690,Bari,25667,Qardho,1420,Qardho,9.50307,49.088261
SOM,RBN,226,Somalia,2691,Bay,25668,Baydhaba,1413,Borama,2.933333,43.7
SOM,RBN,226,Somalia,2695,Hiraan,25684,Belet Weyne,1894,Beletweine,4.7358333,45.2036111
SOM,RBN,226,Somalia,2700,Mudug,25705,Gaalkacyo,1417,Gaalkacyo,6.772749,47.424278
SOM,RBN,226,Somalia,2701,Nugaal,25712,Garoowe,1418,Garowe,8.4,48.48
SOM,RBN,226,Somalia,2702,Sanaag,25715,Ceerigaabo,1416,Ceerigaabo,10.62339,47.365391
SOM,RBN,226,Somalia,2704,Togdheer,25720,Burco,1415,Burco,9.52392,45.536831
SOM,RBN,226,Somalia,2705,Woqooyi Galbeed,25724,Berbera,1412,Berbera,10.4355556,45.0163889
SOM,RBN,226,Somalia,2705,Woqooyi Galbeed,25726,Hargeysa,1419,Hargeysa,9.56,44.065
SSD,RBN,70001,South Sudan,2748,Central Equatoria,37033,Bahr Al Jabal,1388,Konyo Konyo,4.845972,31.601203
SSD,RBN,70001,South Sudan,2750,Eastern Equatoria,37042,Amatonge,1786,Torit,4.4102396,32.5740376
SSD,RBN,70001,South Sudan,2746,El Buheyrat,37023,Rumbek,1390,Rumbek,6.8,29.6833333
SSD,RBN,70001,South Sudan,2751,Jonglei,37053,Bor,1386,Bor,6.21,31.57
SSD,RBN,70001,South Sudan,2754,Northern Bahr El Ghazal,37077,Aweil,1384,Aweil (Town),8.768157,27.40019
SSD,RBN,70001,South Sudan,2747,Unity,37118,Rabkona,1385,Bentiu,9.2333333,29.8333333
SSD,RBN,70001,South Sudan,2747,Unity,37117,Faring,1391,Jau,10.2802778,29.9780556
SSD,RBN,70001,South Sudan,37021,Upper Nile,37126,Tonga,1389,Malakal,9.533424,31.660485
SSD,RBN,70001,South Sudan,2765,Warrap,37127,Gogrial,1387,Kuajok,8.471676,28.123873
UGA,RBN,253,Uganda,766,$Kween,42204,,261,Kapchorwa,1.382778,34.524444
UGA,RBN,253,Uganda,1344,$Kyankwanzi,28447,,257,Kiboga,0.916111,31.774167
UGA,RBN,253,Uganda,3111,Gulu,28404,Gulu Municipality,262,Gulu,2.766667,32.305556
UGA,RBN,253,Uganda,42179,Iganga,28413,Kigulu,259,Iganga,0.609167,33.468611
UGA,RBN,253,Uganda,3114,Jinja,28416,Jinja Municipality,260,Jinja,0.424444,33.204167
UGA,RBN,253,Uganda,42182,Kampala,42202,Central Kampala,258,Owino,0.322805,32.574841
UGA,RBN,253,Uganda,47082,Lira,28462,Lira Municipality,263,Lira,2.235,32.909722
UGA,RBN,253,Uganda,47086,Mbarara,28487,Mbarara Municipality,264,Mbarara,-0.605675,30.64855
BOL,RBP,33,Bolivia,40443,Beni,6141,Cercado,314,Trinidad,-14.837491,-64.904286
BOL,RBP,33,Bolivia,40444,Chuquisaca,40458,Oropeza,307,Sucre,-19.043056,-65.259167
BOL,RBP,33,Bolivia,40445,Cochabamba,40470,Cercado,309,Cochabamba City,-17.389498,-66.156797
BOL,RBP,33,Bolivia,40446,La Paz,6185,Murillo,308,La Paz City,-16.5,-68.15
BOL,RBP,33,Bolivia,40447,Oruro,40492,Cercado,310,Oruro City,-17.983333,-67.15
BOL,RBP,33,Bolivia,648,Pando,6204,Madre De Dios,315,Cobija,-11.783333,-67.9
BOL,RBP,33,Bolivia,40448,Potosi,40522,Tomas Frias,311,Potosi,-19.583611,-65.753056
BOL,RBP,33,Bolivia,40449,Santa Cruz,40523,Andres Iba�ez,313,Santa Cruz City,-17.8145819,-63.1560853
BOL,RBP,33,Bolivia,40450,Tarija,40538,Cercado,312,Tarija City,-21.516667,-64.75
COL,RBP,57,Colombia,935,Antioquia,13408,Medellin,842,Medellin,6.291389,-75.536111
COL,RBP,57,Colombia,935,Antioquia,13440,San Vicente,848,San Vicente,6.232778,-75.336111
COL,RBP,57,Colombia,937,Atlantico,13475,Barranquilla  (dist.port.,845,Barranquilla,10.963889,-74.796389
COL,RBP,57,Colombia,938,Bolivar,13503,Cartagena (dist. Esp.),855,Cartagena,10.399722,-75.514444
COL,RBP,57,Colombia,939,Boyaca,13649,Tunja,853,Tunja,5.535278,-73.367778
COL,RBP,57,Colombia,944,Cauca,13722,Bolivar,850,Popayan,1.683333,-76.833333
COL,RBP,57,Colombia,945,Cesar,13782,Valledupar,854,Valledupar,10.476944,-73.250556
COL,RBP,57,Colombia,947,Cordoba,13820,Monteria,844,Monteria,8.7575,-75.89
COL,RBP,57,Colombia,948,Cundinamarca,13914,Santafe De Bogota D.c.,840,Bogota,4.6,-74.083333
COL,RBP,57,Colombia,954,Meta,14053,Restrepo,846,Villavicencio,4.153333,-73.635
COL,RBP,57,Colombia,955,Narino,14102,Pasto,849,Pasto,1.213611,-77.281111
COL,RBP,57,Colombia,956,Norte De Santander,14135,Cucutilla,851,Cucuta,7.542222,-72.776667
COL,RBP,57,Colombia,958,Quindio,14177,Armenia,847,Armenia,4.533889,-75.681111
COL,RBP,57,Colombia,961,Santander,14214,Bucaramanga,852,Bucaramanga,7.129722,-73.125833
COL,RBP,57,Colombia,962,Sucre,14314,Sincelejo,843,Sincelejo,9.304722,-75.397778
COL,RBP,57,Colombia,964,Valle Del Cauca,14374,Cali,841,Cali,3.437222,-76.5225
SLV,RBP,75,El Salvador,1185,Cabanas,15580,Guacotecti,162,Sensuntepeque,13.866667,-88.633333
SLV,RBP,75,El Salvador,1186,Chalatenango,15591,Chalatenango,154,Chalatenango,14.033333,-88.933333
SLV,RBP,75,El Salvador,1187,Cuscatlan,15621,Cojutepeque,155,Cojutepeque,13.716667,-88.933333
SLV,RBP,75,El Salvador,1189,La Paz,15679,Zacatecoluca,165,Zacatecoluca,13.5,-88.866667
SLV,RBP,75,El Salvador,1190,La Union,15687,La Union,156,La Union,13.336944,-87.843889
SLV,RBP,75,El Salvador,1191,Morazan,15716,San Francisco Gotera,157,San Francisco Gotera,13.7,-88.1
SLV,RBP,75,El Salvador,1192,San Miguel,15740,San Miguel,158,San Miquel,13.4833333,-88.1833333
SLV,RBP,75,El Salvador,1193,San Salvador,15758,San Salvador,159,San Salvador,13.708611,-89.203056
SLV,RBP,75,El Salvador,1195,Santa Ana,15785,Santa Ana,161,Santa Ana,13.994167,-89.559722
SLV,RBP,75,El Salvador,1196,Sonsonate,0,,153,Ahuachapan,13.92639351,-89.84112549
SLV,RBP,75,El Salvador,1196,Sonsonate,15803,Sonsonate,163,Sonsonate,13.718889,-89.724167
SLV,RBP,75,El Salvador,1197,Usulutan,15827,Usulutan,164,Usulutan,13.35,-88.45
GTM,RBP,103,Guatemala,64821,Guatemala,64843,Guatemala,1145,La Terminal,14.6173222,-90.5221472
HTI,RBP,108,Haiti,1409,Artibonite,17168,Gonaives,103,Gonaives,19.45,-72.683333
HTI,RBP,108,Haiti,1410,Centre,17172,Hinche,104,Hinche,19.15,-72.016667
HTI,RBP,108,Haiti,1411,Grande Anse,17177,Jeremie,106,Jeremie,18.616667,-74.083333
HTI,RBP,108,Haiti,1412,Nord,17190,Cap Haitien,107,Cap-Haitien,19.757778,-72.204167
HTI,RBP,108,Haiti,1413,Nord Est,17182,Ouanaminthe,108,Ouanaminthe,19.55,-71.733333
HTI,RBP,108,Haiti,1414,Nord Ouest,17185,Port De Paix,110,Port-de-Paix,19.95,-72.833333
HTI,RBP,108,Haiti,1415,Ouest,17198,Port-Au-Prince,109,Port-au-Prince,18.539167,-72.335
HTI,RBP,108,Haiti,1416,Sud,17203,Cayes,102,Cayes,18.2,-73.75
HTI,RBP,108,Haiti,1417,Sud Est,17201,Jacmel,105,Jacmel,18.234167,-72.534722
NIC,RBP,180,Nicaragua,2196,Managua,22489,Managua,1895,Managua,12.1149926,-86.2361744
PER,RBP,195,Peru,2342,Lima,24139,Lima,208,Lima,-12.05,-77.05
